,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50
TCGA-AO-A12F,-3.019727718017301,-16.87281854595481,1.6004939308574753,0.17896454898711842,-2.0253964960328332,-0.5311707048396029,-3.1144649820640424,3.234782823630699,-1.5773209873473157,2.9494561186483006,-0.7385863219540943,-1.1769539741985002,4.406876987074665,3.554862526588327,-1.5916457655238545,-0.02603362674825332,-1.295302326740044,-3.7201118311479053,-0.49094354180358357,-0.6295006393155117,-1.7004786316574925,-0.7457355803738488,-2.1362237901046335,0.9271249254805713,-3.014977530771626,-3.424861370035314,0.4415279176634258,2.142267905689189,-2.6336651103793387,1.264964013756452,-1.2050008686325409,4.187311492702828,-0.9340423366809675,-0.06631926581785988,1.6408771259012453,-3.624262103666221,-1.3077920571388917,0.9004025505399168,-0.7514253962499611,-0.882708604386793,-2.190043816438573,1.0411558229437825,4.031393824287178,2.1950893588094424,-2.4220074922074017,-1.15373023952456,-0.528776225487927,-1.5910145856676772,-0.13073713698279849,-0.052468864853273164
TCGA-A8-A08J,-4.4765509167140465,10.96918851165428,6.262280213446984,-3.5137181205361934,0.08231588016965494,-1.1564632522231901,0.9316567901720576,3.1462472410140663,-0.04565923623886292,4.9577566136205,2.051819726573188,-1.2261895976599912,-2.3498899441695196,4.675625298860113,1.8620709988781703,2.3011997668103024,2.6411684787418426,0.748038361940238,0.9539103837571432,1.539685371075216,0.8140993410784605,0.4261599950837388,-3.3423959784131614,3.670387267434827,-0.12820655029122702,1.8101995656339662,0.44229470325153875,2.272391496147757,-2.049834088144486,-5.340292779132341,-1.6214409821682616,3.059071616715634,2.762944593714851,2.1399203149150052,-2.679932118589948,1.1883987003005345,-0.14260044360571145,-2.280282717843484,1.3517575642277084,1.3033936160183655,-2.4947026180293,1.373928673093904,0.7440516677759276,-0.8771485556906417,2.721850478540123,0.6776187006519315,-1.0390765892317992,0.2538204731840641,0.10331090702791883,2.518153774849231
TCGA-A2-A0YD,2.160663430842814,5.6861659129974,-7.081352237227797,1.284695559525215,-2.9476771869139724,6.4059534885936396,1.2843074298389754,2.7267826986914607,4.461152001608043,-1.9633114560177214,-1.1770312826887095,-1.3867554688465713,2.0907095102436455,-0.3111937879356646,-0.8183061558075733,-2.1925369633631457,-2.34590331216578,1.5149011859559132,0.9586182097260457,0.35112614223022737,-0.10067877926316823,-0.24287367461603218,0.512515924900418,-0.0664501780069867,-0.6843257957884281,-0.22731506668453696,-0.19818976249499284,2.098368743357912,1.9200273603874767,2.091707664579095,1.5422752866103782,0.9811092677035564,2.118790468698286,1.2066514202798508,-2.218100222151752,-1.3475990977360497,2.5433552016407215,0.14793101056295851,0.6490545544316356,1.6803183118314169,-0.9135142035174976,-3.3068807139126544,-2.5473942316279348,0.22757014650606963,0.005133922846014089,-2.2489559457839174,0.7674883708749779,-0.9646222612630805,0.6944290919467636,2.4135940880502913
TCGA-A2-A0CX,-6.895168713621327,0.9764387226397893,4.874063169417504,2.7502059550354714,8.751159291940656,1.3309244812248926,0.52022241756446,1.0340850395911032,-0.8539439818312885,1.7692386039909085,-0.3189406959694313,-2.533014508080504,-0.1022159090928544,2.701375156856158,-0.6670046210053658,-0.029315770238534777,6.078102983370221,-2.305245273579525,0.5500191672373967,5.9046339113186095,-0.860423987772036,-1.3482915549084384,0.5619817174326975,-5.978210113327114,1.1760544383260003,2.120213084273232,2.5134951868830693,0.7685547891100806,0.4366992133106562,0.37491430241107954,-0.1417651072907158,-2.652648408246028,-0.6884712449682238,-0.5088167151528937,2.55540327027057,-4.199772926550306,-0.5093184633732858,-4.48447760243378,-0.10875550446027747,-1.5884475705608727,0.3232020029513571,0.29563490452419067,-1.469237511385815,-1.0493788065379324,0.19746964801528813,0.6058065217800275,-0.7675542010633539,-2.8711248564833722,1.6551259678549535,-1.3023797772787842
TCGA-4H-AAAK,0.430972824182644,6.918605567996813,-2.220431096101272,3.491807515054382,-5.164298453175857,1.3122331045432052,-4.103841289836416,3.1019142442353314,-4.002977591886489,0.2528604705695077,0.055317889872680756,1.0902254608675728,0.8639284712809332,-2.2238430755132517,3.0901663634874814,-1.4633484388958995,-2.207942911252506,-1.7323924928067505,-3.0111496523743746,0.1228344061208367,2.0007300763597615,0.7076360975377803,2.09837277230511,0.1612576420126128,0.37768509834548886,0.24373613004333416,-0.667679696977225,-0.421086885704575,1.9703822477135997,-1.8115669962094654,-0.854150560827949,1.411195423288688,0.6373428018107574,1.7730445168868318,0.40536887761689855,-1.740362898450409,0.16477528457469834,-1.605471294513862,0.5967947245541756,0.4683566854921568,1.3496646817646258,1.652481875621894,0.077421855572354,1.732624735392323,-0.19594129402616572,-2.313571212881776,0.9052167953318065,1.6569935808490772,0.08687422948170169,0.4145599496588689
TCGA-A2-A0YC,-5.660801653468922,8.079336488144635,-8.90869464145318,-2.590959634705751,-5.0573525614709745,5.333296859761046,5.23644729328981,-0.3771031195379084,4.566942871314052,-3.3921621897793766,-1.6716717228808389,3.5076496907325883,2.392933311191071,5.005476108661969,-0.9382744864911854,3.7853498388292577,-1.0790255212283255,2.0995848938625046,-1.749052583751534,0.0581611444432775,0.6205339000877268,-0.732817237867413,-1.240930289934013,-0.3571172949339147,0.2154435034654621,-0.8312314227942846,-1.7036117003585427,1.5914137264686075,-1.546983190196576,2.7030199953516236,-3.0336915767026227,0.3652607720989651,1.6906982979420548,0.5207915207450163,1.0480115409100133,0.6796270152927396,-0.20825323487027456,-1.8414410000107064,-1.847648560411487,0.2995743416327515,0.37882394199395886,2.5784355692688385,1.9954113342565103,-1.939785494056424,-0.20306946128948505,0.36932169240839374,-0.35161019772464164,-0.4797290045213048,3.025344784952766,0.5413737884956675
TCGA-A7-A13E,13.280312066110609,-10.270010269811724,-10.112730319251328,-6.639490804467607,2.8421138251452076,0.7424576966868066,1.7270252717150498,0.6673358156401789,0.15821972515633362,-0.22140509939190775,-0.41429179270951033,0.5885506609309977,-0.3572049028426049,0.13981896988933545,0.8724018521345708,0.20491369300416684,-0.20026720521779923,-0.7907790268926413,-0.5758638435151028,0.9954666609724907,-0.8246993056871219,-0.11425818151661156,0.12242006570466812,-1.4149652497680607,-0.4493264986550152,0.19222289389364244,0.5662702451105585,-0.20273543714136313,1.619195541155492,-0.4388263716217134,-1.7684484760301944,-0.08277798539323515,-0.5123972963461756,-0.25956796913032687,0.3717589977660521,-0.8349641333264769,-0.6539840543954613,0.18109675856085397,0.4741445561617264,-0.340026263625062,0.29669593283688284,0.5648947479546441,-0.15617052135775988,0.49605742047019585,0.528787292589253,1.1660344189687049,-0.4566018256656508,-1.7299058289533664,-1.2895136254258808,-0.02311823699054971
TCGA-A7-A13E,-3.139740241783471,-13.590684080229586,9.332977924074811,-3.9948241595595744,-4.4585248200526895,0.7191437345430779,-8.626756927372357,-1.6347331703485586,4.314471742321254,-3.110591381427387,5.500943773873069,7.52988503940415,-1.039234251540689,-2.5260038152934357,-5.832375598639958,-0.8612362114993293,3.5244929104287435,2.1345372518750287,-0.3332585176258856,2.2680171094558776,1.3197512436451502,-4.094901112968819,-2.3571523352950305,-1.7925214450068359,1.025800273769739,-1.4098171511535624,0.7026496057233874,-0.35687465176545247,0.5654555989613954,-0.5377534148745824,0.3168673938877549,1.041713527444296,0.06794946240277805,1.0155017062887695,-0.5845475424329785,1.368428095585831,0.5802467736013516,0.5337729170102833,0.26333616766462226,-0.9284291828730675,-0.4338379737398811,-1.8728077714344336,0.36769000631939736,-0.1090045362540332,-0.13144750991810863,-1.8447753804686189,0.11123775841175075,1.1084353025503657,-0.9725459933541141,-0.6290617512871501
TCGA-A7-A13E,-7.618234640509487,-16.759939472816036,10.18009467740469,1.5396228099775924,-5.92894872843627,1.33518483687077,-6.048625552941928,0.7327241019523005,3.9969552011633946,-1.2454497560004705,6.290436947267442,6.334751961005434,-0.9756535087410507,0.2511878105461187,-2.402936231208935,-0.3030132627760655,0.34600855722478935,1.4916022622636902,1.7819572484998083,2.2487671923326538,-1.1687291891492637,-0.45250922013818456,-2.0954001266958753,0.2622516239804822,2.548089583314683,0.6315317116075607,-1.9591266255762998,1.4860941726935863,1.3385624479304645,-1.4166314709255647,-1.9633066193198656,0.7516403022294756,0.5218507128087285,-1.9782740548296656,2.0483206778343273,-1.0746385938102243,0.9622502215339129,-0.27588039225691513,-2.650800988621958,1.1080232063270248,0.7412468573656189,-0.127340536069218,-0.3453750393327029,-0.854614481237294,-0.10816177221150794,1.1270368208769048,-0.20047732546755226,-0.9259715819864439,-0.14668204912408603,1.3963043062011367
TCGA-AR-A0TP,-13.775508395083854,-23.928616492713108,-2.5703346123114783,5.458174263593344,-3.93105277304182,-3.527302010340925,-2.002278769886116,0.3738482499725862,-4.301245589951625,4.34796977458769,-3.6560529041565526,0.7009869657006564,1.6178724105582938,3.850640086566614,-1.0873262545026827,5.046805801240662,3.2023637874715694,1.114343788336248,-0.6047845954422147,-4.533752033952622,1.4042133953129008,2.7530867097246148,4.932569767089668,0.33482291251191326,1.5562462642178674,-0.7212470178167854,0.5018244660222094,-0.8884359040068799,1.8846185709608132,1.9146879824130854,-2.698070844630054,1.6294033887601902,-0.0696154530683767,1.4944184798747187,-1.5626704187322316,0.2961034122153565,0.47202800608780127,-0.734134712605719,-1.7701306876048968,-1.6982509924328948,0.26502405511346133,-0.3049322445417321,-4.092349756781757,0.10797339563020336,1.239257417736705,-0.8694882839680911,-1.9517107867562808,1.7404224565492588,-1.0121904494317655,1.955057529654168
